date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:22:23	55896/55896	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Aug%202022%2009:49:46%20GMT	https://rainbowit.net/html/nuron/blog-col-three.html	C:/Users/TB's%20PC/Desktop/NFT-marketplace/rainbowit.net/html/nuron/blog-col-three.html	(from https://rainbowit.net/html/nuron/index.html)
13:22:23	2722/2722	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Nov%202021%2000:57:32%20GMT	https://rainbowit.net/html/nuron/assets/images/icons/boy-avater.png	C:/Users/TB's%20PC/Desktop/NFT-marketplace/rainbowit.net/html/nuron/assets/images/icons/boy-avater.png	(from https://rainbowit.net/html/nuron/index.html)
13:22:23	5343/5343	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Dec%202021%2016:51:56%20GMT	https://rainbowit.net/html/nuron/assets/images/portfolio/portfolio-07.jpg	C:/Users/TB's%20PC/Desktop/NFT-marketplace/rainbowit.net/html/nuron/assets/images/portfolio/portfolio-07.jpg	(from https://rainbowit.net/html/nuron/index.html)
13:22:25	1118/1118	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Dec%202020%2017:00:06%20GMT	https://rainbowit.net/html/nuron/assets/images/icons/sun-01.svg	C:/Users/TB's%20PC/Desktop/NFT-marketplace/rainbowit.net/html/nuron/assets/images/icons/sun-01.svg	(from https://rainbowit.net/html/nuron/index.html)
13:22:26	759/759	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2024%20Dec%202020%2017:00:06%20GMT	https://rainbowit.net/html/nuron/assets/images/icons/vector.svg	C:/Users/TB's%20PC/Desktop/NFT-marketplace/rainbowit.net/html/nuron/assets/images/icons/vector.svg	(from https://rainbowit.net/html/nuron/index.html)
13:22:27	12412/12412	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Dec%202021%2016:51:56%20GMT	https://rainbowit.net/html/nuron/assets/images/portfolio/portfolio-01.jpg	C:/Users/TB's%20PC/Desktop/NFT-marketplace/rainbowit.net/html/nuron/assets/images/portfolio/portfolio-01.jpg	(from https://rainbowit.net/html/nuron/index.html)
13:22:31	151755/151755	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Dec%202021%2016:51:56%20GMT	https://rainbowit.net/html/nuron/assets/images/slider/slider-1.png	C:/Users/TB's%20PC/Desktop/NFT-marketplace/rainbowit.net/html/nuron/assets/images/slider/slider-1.png	(from https://rainbowit.net/html/nuron/index.html)
13:22:31	25286/25286	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Dec%202021%2016:51:56%20GMT	https://rainbowit.net/html/nuron/assets/images/client/client-3.png	C:/Users/TB's%20PC/Desktop/NFT-marketplace/rainbowit.net/html/nuron/assets/images/client/client-3.png	(from https://rainbowit.net/html/nuron/index.html)
13:22:32	72898/72898	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Nov%202021%2017:10:26%20GMT	https://rainbowit.net/html/nuron/assets/images/client/client-2.png	C:/Users/TB's%20PC/Desktop/NFT-marketplace/rainbowit.net/html/nuron/assets/images/client/client-2.png	(from https://rainbowit.net/html/nuron/index.html)
13:22:35	10706/10706	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Dec%202021%2016:51:56%20GMT	https://rainbowit.net/html/nuron/assets/images/portfolio/portfolio-10.jpg	C:/Users/TB's%20PC/Desktop/NFT-marketplace/rainbowit.net/html/nuron/assets/images/portfolio/portfolio-10.jpg	(from https://rainbowit.net/html/nuron/index.html)
13:22:35	24332/24332	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Dec%202021%2016:51:56%20GMT	https://rainbowit.net/html/nuron/assets/images/client/client-5.png	C:/Users/TB's%20PC/Desktop/NFT-marketplace/rainbowit.net/html/nuron/assets/images/client/client-5.png	(from https://rainbowit.net/html/nuron/index.html)
